transaction_id,user_id,device_id,timestamp,amount,product_category,payment_method,city,state,ip_address,is_fraud,velocity_score,risk_level,device_type
0a8d73b2-ac85-4809-bc4d-9f9a59cc3da2,14771,55d013d4-f21d-4a68-90b5-404ed0b2b170,2025-08-11 22:12:10,371.83,Eletronicos,Boleto,Oliveira de Goiás,SP,81.230.129.132,0,0.1254,medium,desktop
60bf1510-2323-4253-a562-2365e8783f20,391372,f8acc1a5-4550-4f53-ab61-25a21d99e4db,2025-04-18 17:05:36,1281.48,Eletronicos,Pix,Moura do Galho,RJ,20.54.15.58,0,0.9411,high,mobile
a1c2dabd-98fc-41ba-ba16-d35d246d8f7a,302887,4458ab98-f13f-4cd5-bbab-33df775a527b,2025-08-04 13:28:27,293.16,Eletronicos,Boleto,Ferreira da Praia,MG,83.16.14.132,0,0.9822,low,desktop
b6aeb8be-715e-4e67-968e-c03fa0db48cf,172858,d2973e7a-97ac-41fc-9ffd-0441d475ec39,2025-09-06 17:07:25,1516.77,Eletronicos,Pix,da Mata do Amparo,RJ,141.97.31.145,0,0.3878,high,tablet
ec6d4e6a-74b2-4c5e-b2bd-bf44bc7c7aac,237362,4849dbd1-bb49-408b-9a46-f19e7fb47060,2025-10-29 22:35:42,985.98,Alimentos,Pix,Cardoso,SP,83.118.104.148,0,0.1094,high,tablet
98e6f3bb-2024-4d6e-9093-fac2ac840287,42893,8cd8db03-9735-4df1-bf35-6d247cbeea0d,2025-06-05 17:57:18,1246.69,Alimentos,Boleto,Teixeira de Jesus,SP,56.60.52.47,0,0.2373,low,mobile
313cee7c-7040-47fe-8373-b79f2efc3de0,154338,3c5d812d-ad64-4c04-badf-514795fc860f,2025-09-07 01:09:53,2347.43,Alimentos,Pix,Dias,MG,120.218.52.176,0,0.2914,low,desktop
3bac8768-6432-4503-b8bc-dfc00ea60c93,415112,fead1e32-c648-4bfd-910d-61a31e51ab69,2025-06-01 17:35:28,1657.12,Eletronicos,Pix,Costa,MG,152.154.97.152,0,0.7304,high,tablet
1a20c515-6da7-44f0-97d9-8f6dffe2ba5e,207319,222e798f-5814-4881-b141-7fd101686494,2025-01-10 10:06:12,543.62,Eletronicos,Boleto,Costa de Dias,SP,174.140.197.212,0,0.7785,high,mobile
ff08760f-718b-4f64-a1bf-cbd6f2a3d626,277015,d748bf74-8b23-4ef2-aba2-5418a9db44fb,2025-08-24 14:07:04,754.42,Eletronicos,Pix,Viana de Sales,SP,162.106.182.85,0,0.2546,high,desktop
68014884-9ce1-4463-a470-ad349a2bafd3,239985,f6c6146e-8b48-4a19-9332-5f7369e6545e,2025-03-31 00:41:39,1317.54,Roupas,Pix,Melo Grande,MG,129.93.254.73,0,0.7265,low,mobile
fbeae728-d227-41cb-87b9-e27981afc374,263365,9177c212-aeaf-4305-ab35-d3838ae8f8f3,2025-01-06 11:17:59,1489.97,Roupas,Cartao,Teixeira,MG,78.18.97.102,0,0.4644,medium,desktop
02905d37-d115-4448-9ecc-b7eb5fa5110d,297965,d1a469e4-a6c5-4c57-ac7a-662807b2f1ec,2025-03-28 08:34:51,610.79,Eletronicos,Pix,Lima,MG,128.29.85.3,0,0.7498,low,mobile
9c19a8a3-53c5-45af-a8f1-cf7a694a7f41,63777,6784df98-deb0-4023-ad03-bc9dc92be15e,2025-08-29 14:34:59,946.85,Eletronicos,Pix,da Costa,MG,107.122.151.103,0,0.6181,low,desktop
696e5e2d-aec9-45a1-a67f-bbb890afb9cf,183895,2ee657ba-e84b-4831-a24b-7e02b66d5a73,2025-01-20 12:08:09,771.89,Alimentos,Boleto,Araújo,RJ,11.74.244.200,0,0.0719,medium,tablet
204e7a27-de79-4a54-a014-819a130cc0b9,404826,145a81c1-b150-4460-88fe-6104ff1bc97f,2025-11-24 17:21:01,1245.38,Eletronicos,Pix,Jesus de Lopes,RJ,30.42.229.205,0,0.0,low,tablet
c575fc74-99cf-4b80-ae8c-22d24d202a56,13477,85e122d7-4150-408c-99b7-743ebd773c1f,2025-01-23 17:18:40,877.03,Eletronicos,Cartao,Ramos,RJ,55.115.103.149,0,0.2784,medium,mobile
e29f9804-15ff-499b-ae88-fd026849be5c,294049,7815b97d-4545-443c-afb1-df59078b5cae,2025-04-22 01:43:31,2137.73,Eletronicos,Pix,Araújo,RJ,143.174.103.11,0,0.1664,medium,desktop
f343685a-61d0-4ab2-ba1a-3fdfedde107b,454980,67b154dc-fabd-4f9c-b99d-087285b2e644,2025-06-17 00:54:49,2152.85,Alimentos,Cartao,da Rosa do Amparo,RJ,211.215.229.35,1,0.2265,high,mobile
cb6382ea-6e99-49cc-83a0-4f5a2e967aa9,383593,ef782934-539c-4bc2-a0b4-3a514cc70570,2025-11-08 09:31:12,1944.47,Alimentos,Pix,da Cunha,MG,172.98.79.192,0,0.5137,low,tablet
a1db5780-d6d5-46eb-aef9-8a21509c07b5,121963,1932d43a-9342-4f4f-810d-31872bc812ea,2025-04-11 05:17:12,1791.23,Roupas,Boleto,Moraes do Galho,RJ,105.127.163.204,0,0.9406,low,desktop
7c68f493-26ab-4594-b1f2-6ad0afcb132f,249726,820e0f64-c8fd-4e76-a84b-42e7348f8ab8,2025-10-14 12:35:28,2259.04,Alimentos,Boleto,Aragão,SP,180.109.44.110,0,0.7299,medium,mobile
fcecf565-c37b-4489-9ac8-3abcf4047977,404211,42bc8769-25fa-41e0-9534-07f8d33dbc9f,2025-09-20 04:23:08,570.69,Eletronicos,Boleto,Ramos,SP,212.103.243.12,0,0.6987,high,tablet
6e9b65f5-90e1-4249-ac3d-fbb1ea108aae,130939,e5ccb091-b0e2-411e-a092-5e8411093e91,2025-10-04 18:48:10,432.23,Alimentos,Cartao,Moreira,SP,215.91.248.205,0,0.3065,low,desktop
05646bd1-8a24-415d-8d68-5da0c56afaa8,226404,280b488c-42e2-43c4-938e-457f8f18ad90,2025-03-20 07:58:58,1253.96,Eletronicos,Pix,da Costa do Galho,MG,196.31.68.130,0,0.1855,high,tablet
a39d2c65-4e6f-4e5a-8219-db8c7dd4a329,151551,d54bc429-6c49-4ad6-a988-0d77229be336,2025-09-14 08:32:08,1905.76,Eletronicos,Boleto,Silveira,RJ,85.79.251.201,0,0.1427,medium,tablet
f01554ad-6211-4d2a-a85f-7acb00fc0701,429091,dec56612-5ba9-44fc-9785-c5f20b601bde,2024-11-29 04:35:26,1721.74,Alimentos,Cartao,Duarte,RJ,105.34.78.192,0,0.9274,medium,desktop
78ced025-0c28-460e-9b27-3c2ca2e12f68,138798,f675fba2-13b7-45e9-8aef-a3f0a32ac082,2025-08-06 04:45:09,1075.58,Alimentos,Cartao,Nunes de Ferreira,SP,142.109.181.196,1,0.6782,low,tablet
1b71429e-2e81-430c-80c3-ef1c5c8ff34b,99344,f34aedd8-92f6-4d76-91d6-7b174ae8c566,2025-08-18 17:58:13,2252.62,Alimentos,Boleto,Novaes de Cardoso,SP,179.201.29.197,0,0.1905,low,mobile
6840c289-8132-4f3a-9991-b7c1f512f1c4,337707,89953090-77d1-4866-81e9-f042e1f8549a,2025-06-27 02:54:50,744.53,Alimentos,Boleto,Nascimento de Goiás,MG,61.84.172.66,0,0.7402,medium,desktop
2db89b01-63fd-4899-adb9-ec12c9d78f69,291204,822349e2-a6f9-4431-86e0-7cd37802d4a3,2025-01-03 02:31:57,1201.96,Alimentos,Boleto,Farias das Flores,MG,92.234.114.48,0,0.1463,low,desktop
b3c1afba-8fa5-4958-92e4-758649618d64,439831,bddd436f-b9b0-42fe-82cd-948874232a70,2025-03-20 12:29:27,1495.37,Roupas,Boleto,Alves,SP,183.148.22.14,0,0.4993,high,desktop
f48eaae5-330b-461b-a5f8-e52e4f7a94d3,212654,90034962-e41a-4756-ae2e-d3f78f714c37,2025-02-10 02:59:59,827.52,Eletronicos,Cartao,da Paz de Lima,SP,196.39.49.229,0,0.781,medium,mobile
2e6f87cb-b9f2-4876-9482-c2d503547f7b,299471,d72bdcad-fcae-4a39-90b4-2a54c39a0963,2025-06-18 09:34:58,1859.81,Alimentos,Pix,Porto,RJ,74.2.80.4,0,0.6978,medium,mobile
af7cf915-979c-43f1-8873-390282e01a69,92625,1102506c-bd11-4166-9c14-c4517e64135a,2025-06-11 22:13:58,1281.19,Eletronicos,Pix,Vieira,SP,85.3.75.150,0,0.5615,high,desktop
791f5e1c-668b-4025-b81c-855a4044e85a,334571,ad98b9d1-99ea-4e9d-b7f7-db1fc36dd7e6,2024-12-25 11:28:49,1461.47,Roupas,Cartao,Souza de Minas,SP,216.114.56.91,0,0.3672,medium,mobile
2427523c-5550-4512-8a4a-ea413693c47e,328199,20067d20-c15c-4f38-b5a6-a43d6a80aa63,2025-10-29 12:41:36,1259.03,Eletronicos,Pix,Barros,SP,182.218.112.25,0,0.3008,low,mobile
bfe4723b-e65d-4d5d-be69-d1043602d3b4,36984,6b49d3d8-dabb-4ecf-8ff4-9bf62c18c397,2025-10-26 16:04:15,1291.06,Eletronicos,Cartao,Nunes de da Mota,SP,215.16.138.223,0,0.0758,medium,tablet
a3c9bccf-0cdd-4102-99e5-4f4c67e428b0,25806,6f55edeb-9ae1-47d1-ae7f-a5a65d16ba18,2025-11-07 12:19:23,2168.03,Eletronicos,Cartao,Freitas,MG,217.103.115.116,0,0.8123,high,mobile
608c91ec-1d85-4a1a-a0c1-069ba2ba548b,226087,71ebcda0-4438-466f-b0cd-2c35f464d709,2025-06-04 01:02:53,1165.45,Roupas,Cartao,Duarte da Praia,RJ,117.249.220.212,1,0.6466,high,tablet
4aa2d0c6-d232-4fb8-9e31-cdae414fadac,429439,0aa4b78b-933b-466f-a469-df257d89eee8,2025-02-26 09:39:32,1203.27,Roupas,Boleto,da Paz do Norte,SP,142.253.132.96,0,0.9571,medium,desktop
273c7110-69f7-48a9-90d7-032163f8358e,208200,eb9f11b9-3251-4b16-879e-f462044b86fc,2025-01-19 20:12:48,1241.38,Roupas,Boleto,Santos,SP,54.71.207.174,0,0.3512,high,desktop
7ed67059-f1fc-46fe-a370-9a322956c44d,243855,14e6483a-5e34-4a3b-a54f-7645b2d7757f,2024-12-23 00:17:40,2147.59,Alimentos,Cartao,Silveira de Azevedo,RJ,189.29.98.223,0,0.3094,high,mobile
9ea98e27-f4be-4bc0-b1fd-96ca4aa893f9,218984,8c14e950-adda-4070-8307-1bbc0ba9ad76,2025-03-28 20:40:09,1117.34,Eletronicos,Boleto,da Cunha,RJ,79.139.143.68,0,0.7854,low,desktop
3c8855d3-0dec-400d-9353-c604d0dbd24a,358464,6651352b-df81-4555-bd4d-ac5a19343e0c,2025-01-19 14:32:54,1928.22,Eletronicos,Pix,Moreira,SP,120.216.223.84,0,0.9116,medium,tablet
9f1416f7-1cd2-42f1-afbe-ad8fb65fd295,326188,60462635-f8fe-453c-a605-a7fef33e26d7,2025-04-06 03:06:21,1577.52,Alimentos,Cartao,Freitas,MG,8.225.41.211,0,0.6297,medium,desktop
f57a42a2-4434-400d-b372-09cee2752c76,158424,8d3d24b3-5d68-4bfc-b944-1727e2ff08e1,2025-01-19 12:05:34,592.57,Eletronicos,Cartao,Peixoto,RJ,71.5.102.135,0,0.6154,high,desktop
7858737b-da55-4c80-bc01-fdc49651f5a6,253960,4f199f3a-ffd1-48db-8679-b4c244585650,2025-07-16 09:32:44,773.79,Alimentos,Boleto,Fogaça,RJ,153.215.97.236,0,0.1938,high,tablet
8c2d57fa-3320-4dc6-af77-4a1d320bdbd5,74932,120a4512-917a-4ebd-a9ee-19099a5e1270,2025-10-05 21:54:34,2016.45,Alimentos,Cartao,Oliveira do Sul,RJ,25.13.107.101,0,0.9571,high,mobile
09c848ab-aa98-446a-8e45-5c6374ce663e,225920,461ee96e-ca9c-4afb-a560-b3327bb82b3c,2025-02-13 00:57:15,1127.6,Roupas,Cartao,Melo de Caldeira,MG,55.233.211.104,0,0.7815,low,desktop
038c5a94-c976-4c82-bf38-081cea5971d1,11322,8d1cff3f-aac2-40c1-b303-fd8e1fe102ff,2025-05-15 19:55:43,1821.9,Roupas,Pix,Moraes de da Conceição,MG,196.51.79.164,0,0.433,medium,desktop
c2280541-a643-4143-9b3d-87def61f8285,134108,fab77d71-611e-4d48-b8f3-f7aea6dd0d09,2025-10-06 15:40:01,1836.18,Roupas,Cartao,Melo,RJ,26.123.208.194,0,0.057,medium,desktop
ada2a64b-d0ba-4604-98eb-c8e97ecf9dca,268274,ec710100-63eb-4868-bb23-2130ce2748fe,2025-05-06 07:09:27,1487.79,Roupas,Pix,Dias Verde,RJ,184.40.15.213,0,0.2228,medium,mobile
b0c8b644-0d54-4656-add7-4d22ea14d0dc,255449,c711c362-5563-4bad-992e-aaeacf41ffc1,2025-02-04 14:19:03,282.67,Alimentos,Pix,Alves do Norte,SP,215.199.250.5,0,0.8215,low,desktop
7bc1d684-a982-4c0f-be0b-2bdda68ff567,39481,a3b8bce0-400b-4733-ad55-059e76341d73,2025-10-12 08:04:46,953.25,Roupas,Pix,Fogaça,MG,17.33.84.200,0,0.9653,low,mobile
25bb1f11-2f6f-489d-9a0e-18cd80ba477a,276628,ac28195e-67b2-4241-9a61-a1d240696ee9,2025-04-25 19:06:19,714.62,Alimentos,Pix,Fogaça de da Paz,RJ,55.73.235.25,0,0.8406,high,desktop
5dec7b8e-5436-41d0-87c6-d85782f194f0,303213,aba1ce0b-6791-4d1a-b29a-e90dd7969ec5,2025-11-08 09:03:27,537.89,Alimentos,Boleto,Alves,MG,13.17.244.139,0,0.0721,medium,tablet
f7495e54-11cf-45af-b0fb-599c11a8a751,58507,a6e9f720-267e-4f15-bf73-fa9e84c424fd,2025-04-15 02:06:27,1806.0,Eletronicos,Pix,Freitas,SP,144.51.224.92,0,0.9159,low,desktop
1f934def-a3b3-44da-a612-e06f632848c5,8167,63abea8b-cb09-418d-906d-2f7ceb81d2df,2024-12-26 02:47:43,1568.76,Roupas,Pix,Barbosa de da Mata,RJ,222.93.159.251,1,0.3695,low,tablet
4a696234-c4d2-46a0-bf88-4ff21612dbc6,449555,6c9b6f55-8dfc-4b03-a0ab-36da55174016,2025-02-06 12:44:50,112.67,Eletronicos,Pix,Souza,SP,58.247.248.111,0,0.4369,low,desktop
e9ddefae-08db-40e7-9d70-11e3f3aef94d,100959,fb04ef6b-9619-414a-bb96-bb283f625b7c,2024-12-10 19:26:55,1815.76,Roupas,Cartao,Dias,RJ,51.197.167.247,0,0.9487,high,tablet
c6a43756-6bac-4e88-9343-aa4ea4e150d6,148252,de500fa2-7973-44b4-85a2-379fd919d333,2025-05-30 04:37:32,2266.89,Roupas,Cartao,Rodrigues,MG,178.73.198.244,0,0.6479,low,desktop
c028e0ab-4f86-49c8-b089-f03e9db633a9,9983,08fbe73c-952f-4040-a4d6-9d935f16fcac,2025-10-14 02:24:48,1433.06,Alimentos,Boleto,Barros Verde,SP,36.110.252.246,0,0.7846,medium,desktop
3f73c1e6-1eaa-4696-8e38-3333cae9a261,224657,c5b44c15-a473-4db4-9e30-3126b64b8cf4,2025-07-10 04:31:41,1316.24,Roupas,Pix,Carvalho da Serra,MG,139.206.36.205,0,0.168,medium,tablet
80c5d4a2-f261-4858-ad31-e16f76d850b9,397920,77a93b05-10d3-49c0-b557-8b556f6b6d83,2025-10-03 17:14:18,401.47,Eletronicos,Pix,Santos,MG,219.221.29.35,0,0.0375,low,desktop
b336fa41-07ee-4d65-a1cc-5f9c0226acb2,34521,c71e9f9f-9098-4f5b-9576-3d110a8128ae,2024-11-30 14:02:40,1359.57,Alimentos,Pix,Caldeira,MG,146.98.120.63,0,0.0958,medium,mobile
e201cdf1-aea0-4c07-97f0-34aaa4b05443,495527,f69092de-9d9d-4675-ad20-5d802c5b5cc6,2024-12-15 18:00:43,264.25,Roupas,Cartao,Pereira,SP,26.244.118.209,1,0.5616,medium,tablet
7967c8e3-a702-4415-8ec7-279695f09784,176270,6db11f04-16d3-4878-bb3f-a3ed2ffc1e0e,2025-03-26 23:20:12,1889.78,Alimentos,Cartao,Rocha,MG,56.235.123.82,0,0.7576,low,desktop
218250ce-5c18-40e3-84fc-a903f640b693,40205,0b7e30be-4de0-43ce-a334-630b4d81043a,2025-11-07 22:53:24,2257.73,Alimentos,Boleto,Alves das Pedras,RJ,48.186.117.17,0,0.5744,medium,tablet
7f3c2960-1cce-4f1d-9736-3f1ef1d837e6,59207,2904cbc2-78b8-4aa2-a331-131876108053,2025-02-15 14:09:17,29.05,Eletronicos,Cartao,Almeida de Minas,RJ,113.5.154.176,0,0.8576,low,mobile
f03006bc-1fac-4451-9b51-9ba1c904a041,167090,6da07455-6bcd-4059-8276-e9e414040ba2,2025-01-06 09:47:51,2141.01,Roupas,Cartao,da Paz Verde,MG,9.233.131.23,0,0.878,medium,mobile
6567a164-237b-4ce7-ac64-dc1abbd76c5f,465395,fdde2426-0fc0-4dc5-a66b-04698185deba,2025-05-02 21:14:51,66.68,Roupas,Boleto,Martins,MG,16.238.227.36,0,0.0268,high,desktop
9b10e379-60fa-441e-96d5-1e5f28830205,455567,8e92073b-f433-4acf-8fd8-881cbf7cb755,2025-05-30 21:23:29,2389.81,Eletronicos,Boleto,Rezende da Mata,SP,190.8.131.194,0,0.096,low,desktop
a80e4e85-cfa2-4db2-a3c9-088e86f05972,28882,ecb36e01-804e-4a14-8bd3-317fd3436663,2025-02-05 05:28:46,2351.65,Eletronicos,Cartao,Cavalcanti Alegre,MG,187.17.53.119,0,0.9333,high,mobile
7245705b-57fd-4f3f-b0c8-53175d7db49e,422363,ad5c3858-b453-479d-95b0-38ea512bb293,2025-03-08 01:03:23,156.98,Roupas,Pix,Mendes Alegre,MG,137.45.93.199,0,0.4421,low,desktop
92227eca-771f-4241-93d6-09a07c8166c9,61875,9b7487de-26a6-42e2-ab41-ec47bff8415f,2025-11-07 02:21:38,398.24,Roupas,Cartao,da Cruz,MG,105.176.220.95,0,0.9675,high,desktop
171d7359-d8ef-47d8-ad3d-985b151629e6,172670,7eb04b53-9a7f-427f-93a6-21c101ac466f,2025-09-11 03:22:38,1297.12,Eletronicos,Cartao,da Mata da Praia,RJ,141.153.159.68,0,0.1173,high,mobile
bf3935f1-aba4-41a9-b5d0-8338d8231528,130662,7ee0e334-51d1-4308-85a7-0eafdd5e3af0,2025-09-29 10:50:08,565.01,Roupas,Cartao,Castro,SP,188.134.217.8,0,0.905,low,tablet
3eb148fb-3d42-481d-8142-cd78139876b9,334284,bba65cf6-f177-464d-b15a-276006cfc4a4,2025-05-23 20:14:54,1608.41,Alimentos,Boleto,Aragão da Mata,SP,1.245.48.231,0,0.9823,high,tablet
5d9d60a1-d504-41f3-a203-a7910402c275,390378,b1586131-a55c-4613-a72c-17e0a1fd1c69,2025-08-12 07:45:38,2484.59,Roupas,Pix,Carvalho de Goiás,RJ,166.69.155.192,0,0.6472,high,mobile
ce1929a0-0f67-44f6-8a18-a83fd5cb4cfe,330183,80d32641-81e7-4fb3-adde-2e9c79523b43,2025-04-07 19:56:49,1412.75,Roupas,Boleto,Costa,RJ,90.90.253.180,0,0.3462,medium,mobile
8911bdf7-5a21-459e-a74f-fde3506a6f29,218908,fca800af-49c2-49e5-9314-be773b7e9a45,2025-07-08 07:38:59,1340.3,Roupas,Cartao,da Cruz,MG,100.252.172.241,0,0.5538,low,mobile
544026eb-c722-4ad2-9c96-b4d69dbeaf27,264294,fcead250-4274-4a02-8cfc-8306373ff2c1,2025-11-24 20:41:53,1813.05,Roupas,Cartao,Nascimento Paulista,RJ,108.77.71.233,0,0.7722,low,desktop
fb220f04-cc9c-4a03-a2e5-fc3f20b0bf33,178646,e58126f5-57e5-4ea6-8f3d-4b98e3ab499d,2025-07-28 22:24:13,2223.58,Roupas,Cartao,Lima do Campo,MG,182.228.51.210,0,0.9568,low,mobile
ac93bbe6-7370-4da3-9772-0fa87039d2c8,408182,8fcdb8fa-7839-4e98-b944-e1b5d48c8cbb,2025-02-08 01:34:20,2328.72,Alimentos,Boleto,Nascimento,RJ,125.153.91.179,0,0.6738,high,mobile
4564b826-2463-4dc3-a825-98b091fd7fdd,164906,9daae08e-b87f-42a3-9ad7-531be2dbb4bf,2024-12-01 05:50:49,2211.57,Roupas,Pix,Duarte do Galho,SP,174.46.162.161,0,0.606,medium,mobile
d91eedf9-05d8-492e-86f8-f50bf812ecb9,162351,6c59d65d-31b9-49f7-b916-983f80cae3b5,2025-07-03 20:31:16,1528.9,Alimentos,Cartao,Rodrigues de Moura,RJ,33.188.22.40,0,0.7212,high,tablet
13d13739-56ae-4292-ad1a-63b80b3044ea,167750,316d8599-f649-4a94-9fdc-139949172834,2025-01-23 16:01:38,197.94,Eletronicos,Boleto,da Costa,RJ,14.38.187.98,0,0.8826,high,tablet
d80e8bc3-a04b-4583-a864-e2c74283c279,185732,71efc951-ab12-4179-8fe1-f0a23cc61263,2024-12-15 05:41:38,2036.37,Alimentos,Cartao,Nogueira de Nunes,MG,123.161.12.118,0,0.3908,medium,mobile
20bc35e4-b453-4883-92d9-404769c33dad,222939,5f2fd486-e5fb-4ab6-8048-1be4b6542b40,2025-04-16 21:21:56,1982.42,Alimentos,Pix,da Mota,RJ,76.9.119.188,0,0.6902,medium,mobile
96f87435-e81e-4088-809e-0a1f4be9032f,292528,a572172b-701d-4570-97ae-89238ed327a9,2025-04-21 03:08:51,975.68,Alimentos,Boleto,Vieira,SP,217.61.190.18,0,0.3159,medium,desktop
f9f85130-672f-4b0c-9b19-1f6316731684,238185,ae7d1674-fc36-487f-9158-a9802c252c88,2025-10-01 13:27:49,1625.75,Alimentos,Boleto,das Neves da Praia,SP,211.137.74.222,0,0.7546,low,mobile
d6854c3c-f2df-4a21-8e0d-197099e381e8,8641,2c088379-457e-4ddd-ab6a-29997da6c199,2025-05-13 15:35:15,431.93,Alimentos,Boleto,Azevedo Verde,RJ,98.240.161.96,0,0.7345,low,mobile
5144ad8c-3939-4921-a082-ca39984e0193,185577,e7ee2a1a-69ab-4f37-b81e-a970939013a1,2025-06-16 04:06:29,517.72,Alimentos,Cartao,Cunha Alegre,SP,161.145.168.24,0,0.2756,low,desktop
e839943a-6da2-4199-a09a-614cf4a534b7,463387,37c50445-ae2b-4af7-b953-c923de421d67,2025-07-13 14:44:06,218.29,Alimentos,Boleto,Cardoso,RJ,128.229.39.225,0,0.2502,high,mobile
be8c9759-84f8-4eee-9925-87f4eea9c1fb,179826,ad37a7ee-b21e-45ce-a764-8669b751892b,2025-09-21 00:47:19,339.74,Roupas,Boleto,Azevedo,SP,134.38.145.183,0,0.6554,high,desktop
48390e05-f36e-415f-96f4-9a706481f637,75353,27cc963d-d3f9-4a08-9aa9-5a5cf8e79650,2025-08-13 15:50:45,1045.83,Roupas,Boleto,Mendes,MG,76.135.121.232,1,0.4629,high,mobile
d8e29d2f-8e0b-4ffe-9ec0-37b68afb6186,405353,7170f510-0870-43f9-96e8-f1367b35fb8b,2025-03-04 09:58:07,133.84,Eletronicos,Pix,Azevedo do Norte,MG,182.153.164.188,0,0.3361,high,tablet
e791a832-024d-4bd2-8eee-360f9926792c,205772,fbd86821-b7d1-4983-9331-8f2d3ec3d96a,2025-06-11 13:47:27,905.41,Alimentos,Boleto,Costela,SP,199.130.191.174,0,0.3482,high,tablet
8989d8de-c76e-4889-97e1-0f7a8385fcbf,454606,d509babf-f5be-4783-833f-f3eb668882d1,2025-10-02 13:58:53,1906.84,Alimentos,Pix,Gomes de Ramos,MG,205.156.116.44,0,0.8342,low,mobile
e1440010-013f-41ea-9573-c94fe5d3a0b3,125659,5cb0f3d0-1c05-4a65-9df4-b9eef5249397,2025-08-26 00:20:41,1567.09,Alimentos,Pix,Cardoso do Norte,MG,209.199.154.38,0,0.099,high,mobile
c3f17344-264c-413f-afd7-2d8466431396,483822,f26482ee-1753-4624-982b-66a7f0cd9882,2025-03-07 14:19:47,1246.65,Alimentos,Boleto,Souza da Prata,MG,99.204.139.88,0,0.3229,high,desktop
f3c8f7cc-f892-417f-bbcf-74c422b9cc40,29513,95230dde-24b9-45bd-8b15-89814ff3736a,2025-11-17 04:07:29,1916.68,Alimentos,Cartao,Rodrigues,MG,64.143.119.185,0,0.2221,medium,desktop
bc32b1de-08cf-4417-b1a2-de2be922fd82,250501,81ee58b1-1ddd-41e5-9538-9319462bde5a,2025-11-09 15:16:28,649.75,Eletronicos,Pix,Rocha,RJ,154.166.117.208,0,0.5589,low,tablet
e07d1d21-01f0-49c8-bb9b-307f18992f27,274679,ba8341b6-4ab4-4083-b292-cacd60a7a787,2024-12-09 09:27:07,604.47,Eletronicos,Pix,Oliveira de Goiás,RJ,120.12.96.200,0,0.7485,high,mobile
8d18ecec-d476-43e3-b9d8-c780282e6313,400398,9f7fb4f6-9cca-4554-810e-9f9c7f2c38c9,2025-09-12 13:13:22,545.94,Eletronicos,Boleto,Almeida,MG,148.232.40.48,0,0.348,high,desktop
b09e3548-84d4-42c0-b6eb-06c669515ff0,79519,62d5e6db-1208-415c-b5e3-625998c29c69,2024-12-14 12:29:29,405.06,Roupas,Boleto,da Mota de Ribeiro,MG,118.234.244.89,1,0.5202,high,desktop
064b2759-fb37-421c-9985-4ccbd4926b73,438088,2fec3f11-e59f-4320-baff-a54fbf4e004c,2025-10-22 03:41:50,2057.81,Eletronicos,Boleto,Novaes,SP,55.243.208.114,0,0.8653,high,desktop
